dataset,number of images prior to removing last class,number of images after removing last class,number of images with predictions,number of images without predictions,actual class 2 count,actual class 3 count,actual class 4 count,class 0.0 classifications,class 1.0 classifications,class 2.0 classifications,class 3.0 classifications,class 4.0 classifications,average time,average time for images with predictions,average time for images without predictions,average confidence,number of correct predictions,number of incorrect predictions,accuracy of images with predictions,accuracy of all images,class 0 precision,class 1 precision,class 2 precision,class 3 precision,class 4 precision,class 0 recall,class 1 recall,class 2 recall,class 3 recall,class 4 recall,class 0 F1,class 1 F1,class 2 F1,class 3 F1,class 4 F1
resort-it,3539,2655,2619,36,884,886,885,98,3,159,350,2009,0.03355771595593116,0.033551531424206,0.034007640638937166,0.728539672891071,1481,1138,56.548300878197786,55.78154425612053,0.0,0.0,0.9937106918238994,0.9866071428571429,0.4385266301642608,0,0,0.17873303167420815,0.49887133182844245,0.9954802259887006,0,0,0.3029721955896453,0.6626686656671664,0.6088458880442295
